ShowTime,ClickTime,Distance,Clicked
0,0,0,False
204.926,205.6085,0.1715546,True
206.7753,207.6752,0.6353073,True
0,0,0,False
211.9423,212.8259,3.282104,True
215.3256,216.1758,7.424713,True
218.9752,219.8418,2.821793,True
222.4581,223.2917,2.249031,True
0,0,0,False
226.9413,227.558,9.798477,True
