ShowTime,ClickTime,Distance,Clicked
165.7182,166.6509,3.054817,True
0,0,0,False
171.0677,171.9008,3.358223,True
173.0672,173.8512,0.2293701,True
176.5674,177.3508,1.540634,True
0,0,0,False
182.0515,182.918,0.2784119,True
183.4005,184.3007,0.003211975,True
184.9003,185.6675,0.1411514,True
187.0167,187.8334,1.513542,True
