ShowTime,ClickTime,Distance,Clicked
0.02,1.003979,1.20488,True
0,0,0,False
7.637263,8.570012,0.7273407,True
0,0,0,False
11.95292,12.8204,22.25867,True
13.81997,14.68704,5.458366,True
17.71974,18.6366,1.857407,True
0,0,0,False
0,0,0,False
23.95284,24.853,3.455589,True
