ShowTime,ClickTime,Distance,Clicked
0,0,0,False
0,0,0,False
42.94765,43.79777,1.232269,True
46.83081,47.74744,5.063461,True
49.6807,50.61404,0.4118271,True
51.61403,52.61378,0.04840851,True
0,0,0,False
0,0,0,False
57.14742,58.04665,0.04611206,True
58.64725,59.6469,0.7333755,True
