ShowTime,ClickTime,Distance,Clicked
0,0,0,False
121.6364,122.4865,3.165276,True
123.5697,124.5529,0.5370789,True
0,0,0,False
0,0,0,False
0,0,0,False
134.4858,135.4359,1.498695,True
0,0,0,False
0,0,0,False
0,0,0,False
