ShowTime,ClickTime,Distance,Clicked
0.02,0.9206953,2.443413,True
3.119918,4.020267,3.425186,True
0,0,0,False
0,0,0,False
0,0,0,False
13.05317,14.05263,2.359512,True
0,0,0,False
20.03594,21.00246,1.413452,True
0,0,0,False
0,0,0,False
