ShowTime,ClickTime,Distance,Clicked
87.67593,88.54319,2.33744,True
89.8094,90.79314,0.1192932,True
0,0,0,False
94.59328,95.37574,2.633659,True
0,0,0,False
0,0,0,False
0,0,0,False
102.4592,103.4587,0.3663559,True
0,0,0,False
0,0,0,False
