ShowTime,ClickTime,Distance,Clicked
154.073,155.0394,1.927109,True
156.8062,157.7063,2.403961,True
160.823,161.7895,1.317932,True
0,0,0,False
166.8894,167.8728,2.522232,True
0,0,0,False
0,0,0,False
173.0906,174.0062,0.2250824,True
175.7052,176.6724,1.725464,True
177.2557,178.2221,1.423073,True
