ShowTime,ClickTime,Distance,Clicked
0,0,0,False
0,0,0,False
3.937917,4.904426,3.160965,True
7.470938,8.438765,0.8992691,True
0,0,0,False
0,0,0,False
0,0,0,False
17.07061,18.03742,0.5960388,True
19.70409,20.60376,3.03141,True
22.1203,23.0879,0.6537018,True
