ShowTime,ClickTime,Distance,Clicked
189.0308,189.9471,2.750893,True
192.7306,193.7133,8.675018,True
195.0304,195.7632,1.662735,True
196.2806,197.0634,1.076851,True
198.3634,199.1468,0.5381165,True
202.0634,202.8967,0.4260025,True
204.6963,205.496,8.946945,True
206.6299,207.5293,1.90123,True
208.5799,209.4464,0.7536621,True
211.0127,211.7458,1.238068,True
