ShowTime,ClickTime,Distance,Clicked
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
132.4831,133.4829,0.8794937,True
0,0,0,False
0,0,0,False
139.3335,140.1163,0.09477234,True
