ShowTime,ClickTime,Distance,Clicked
79.5708,80.51993,1.008705,True
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
