ShowTime,ClickTime,Distance,Clicked
196.677,197.6597,0.3003082,True
0,0,0,False
201.6275,202.493,0.4599457,True
0,0,0,False
0,0,0,False
209.3428,210.0762,1.708328,True
212.3926,213.3426,1.796867,True
215.0264,216.0101,6.155327,True
217.1271,217.9259,0.7622604,True
219.1757,220.1425,0.5117493,True
