ShowTime,ClickTime,Distance,Clicked
0,0,0,False
1.635965,2.468618,0.2629013,True
0,0,0,False
0,0,0,False
0,0,0,False
8.385872,9.368832,2.520294,True
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
