ShowTime,ClickTime,Distance,Clicked
162.6632,163.5465,12.34092,True
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
177.2298,178.0805,1.642601,True
0,0,0,False
0,0,0,False
0,0,0,False
183.7467,184.546,0.07578278,True
