ShowTime,ClickTime,Distance,Clicked
117.2995,118.1816,4.423347,True
119.0481,119.6977,4.555458,True
122.6312,123.2814,0.1896744,True
0,0,0,False
127.2479,128.0473,3.588623,True
0,0,0,False
130.8305,131.6139,9.253387,True
132.2137,133.1306,26.03326,True
134.2141,135.0301,9.350975,True
0,0,0,False
