ShowTime,ClickTime,Distance,Clicked
36.15601,37.02248,0.705101,True
39.85584,40.82214,0.772583,True
43.00562,43.90601,1.742424,True
0,0,0,False
47.3726,48.22234,3.286873,True
0,0,0,False
51.00541,51.62231,4.821747,True
54.48892,55.33852,12.22667,True
56.2055,57.15498,0.277832,True
58.17157,58.98846,2.054222,True
