ShowTime,ClickTime,Distance,Clicked
0.02,0.9542798,1.017387,True
0,0,0,False
3.571166,4.520618,0.1052551,True
0,0,0,False
0,0,0,False
10.43661,11.35318,0.6079254,True
0,0,0,False
14.22092,15.16963,3.221367,True
0,0,0,False
19.35302,20.35274,0.03540802,True
