ShowTime,ClickTime,Distance,Clicked
158.7286,159.6291,3.394806,True
0,0,0,False
0,0,0,False
165.163,166.0788,0.2764664,True
167.2956,168.1447,2.034309,True
170.895,171.761,1.481094,True
173.1779,174.1278,0.9289322,True
175.3113,176.1446,0.7496567,True
0,0,0,False
179.3781,180.3612,3.959679,True
