ShowTime,ClickTime,Distance,Clicked
115.5339,116.2838,4.960915,True
117.9341,118.6339,0.08721161,True
120.9004,121.717,3.561195,True
0,0,0,False
127.6171,128.5838,3.630852,True
131.5336,132.4838,15.77267,True
135.45,136.3331,20.49136,True
0,0,0,False
142.3495,143.334,15.8021,True
146.216,146.833,8.27533,True
