ShowTime,ClickTime,Distance,Clicked
78.84375,79.62688,10.92234,True
0,0,0,False
82.90967,83.87685,3.742004,True
86.77625,87.54308,0.84758,True
88.8096,89.42615,26.93185,True
90.06015,90.85903,21.10965,True
91.72662,92.50989,8.663773,True
95.35915,96.22577,21.8598,True
97.60936,98.59271,4.257896,True
98.97587,99.95928,17.51289,True
