ShowTime,ClickTime,Distance,Clicked
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
57.6397,58.5729,0.2814255,True
61.40628,62.40595,2.043159,True
0,0,0,False
0,0,0,False
66.05581,66.82231,3.550415,True
