ShowTime,ClickTime,Distance,Clicked
196.4102,197.2761,3.169395,True
198.9263,199.8431,4.210197,True
0,0,0,False
0,0,0,False
205.7921,206.7595,3.136772,True
207.4604,208.2927,3.549431,True
210.9924,211.7758,11.59776,True
0,0,0,False
215.0758,215.9589,1.907257,True
217.459,218.4424,6.892479,True
