ShowTime,ClickTime,Distance,Clicked
205.2991,206.2986,0.6209335,True
0,0,0,False
0,0,0,False
0,0,0,False
216.1488,217.1322,5.46981,True
0,0,0,False
0,0,0,False
224.599,225.4159,3.503967,True
0,0,0,False
0,0,0,False
