ShowTime,ClickTime,Distance,Clicked
0,0,0,False
123.6024,124.3187,0.5347977,True
0,0,0,False
129.8523,130.8184,3.676895,True
133.6353,134.6181,2.610344,True
0,0,0,False
0,0,0,False
143.8184,144.8175,0.7642059,True
146.0339,146.8178,9.590141,True
149.6522,150.5175,2.569099,True
