ShowTime,ClickTime,Distance,Clicked
0,0,0,False
45.61951,46.61905,2.840225,True
0,0,0,False
0,0,0,False
0,0,0,False
53.88558,54.68553,17.68903,True
0,0,0,False
58.58634,59.41828,1.491135,True
0,0,0,False
0,0,0,False
