ShowTime,ClickTime,Distance,Clicked
0,0,0,False
2.488677,3.40477,0.3171463,True
0,0,0,False
0,0,0,False
0,0,0,False
0,0,0,False
14.63826,15.45484,6.86702,True
18.30418,19.17034,12.68957,True
19.88769,20.88701,1.993141,True
0,0,0,False
