ShowTime,ClickTime,Distance,Clicked
166.8189,167.7024,4.009422,True
169.4857,170.3855,0.3915405,True
173.3184,174.1185,5.235397,True
0,0,0,False
176.5185,177.5019,2.115288,True
0,0,0,False
0,0,0,False
182.3851,183.3184,3.385323,True
185.9015,186.8684,6.992012,True
187.8015,188.7514,3.076347,True
