ShowTime,ClickTime,Distance,Clicked
166.7174,167.6342,35.41544,True
0,0,0,False
171.4008,172.0505,1.928909,True
173.9009,174.7336,6.983871,True
175.0343,175.9338,8.181343,True
178.3837,179.1835,5.94075,True
181.4505,182.1006,3.407272,True
183.7506,184.7012,8.048622,True
185.7668,186.5836,8.764404,True
188.3832,189.1667,3.643562,True
