ShowTime,ClickTime,Distance,Clicked
42.2566,43.20659,1.114044,True
0,0,0,False
45.45606,46.42269,7.772995,True
47.30617,48.22261,16.08833,True
49.98941,50.90594,3.387291,True
52.77303,53.50584,0.8529129,True
56.75558,57.53952,5.056404,True
59.02222,59.92262,32.69681,True
0,0,0,False
65.98872,66.90546,26.40326,True
