ShowTime,ClickTime,Distance,Clicked
206.3909,207.1909,22.98566,True
210.0913,210.8571,16.74249,True
212.7747,213.4084,18.46618,True
214.9574,215.7904,0.7234802,True
218.3904,219.19,0.2388382,True
222.3072,223.0738,1.985779,True
223.4242,224.1741,16.89989,True
225.4568,226.2239,7.924797,True
227.6736,228.4901,12.85525,True
230.2402,231.1402,5.911392,True
