ShowTime,ClickTime,Distance,Clicked
122.8744,123.7079,1.311447,True
126.5078,127.3078,3.973801,True
129.6075,130.4579,5.18338,True
133.4911,134.3745,0.2315826,True
135.424,136.3405,22.91489,True
138.9414,139.8073,31.31363,True
140.7909,141.6245,17.34979,True
142.241,143.2073,34.7562,True
145.1578,145.9572,18.23589,True
148.0569,148.8074,5.800362,True
