ShowTime,ClickTime,Distance,Clicked
0.02,1.002215,25.9111,True
3.035879,3.985446,2.678146,True
4.801803,5.768634,4.070671,True
8.102064,8.851987,2.480354,True
11.66852,12.51878,25.52404,True
0,0,0,False
0,0,0,False
0,0,0,False
23.61761,24.6176,5.757767,True
25.76797,26.70111,2.077873,True
